Date Added to Catalog	PUBMEDID	First Author	Date	Journal	Link	Study	Disease/Trait	Initial Sample Size	Replication Sample Size	Region	Chr_id	Chr_pos	Reported Gene(s)	Mapped_gene	Upstream_gene_id	Downstream_gene_id	Snp_gene_ids	Upstream_gene_distance	Downstream_gene_distance	Strongest SNP-Risk Allele	SNPs	Merged	Snp_id_current	Context	Intergenic	Risk Allele Frequency	p-Value	Pvalue_mlog	p-Value (text)	OR or beta	95% CI (text)	Platform [SNPs passing QC]
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	8q24.21	8	128268703	PVT1	MIR1208 - LINC00824	100302281	101927774		118515	136566	rs11775199-A	rs11775199		11775199		1		7.0E-6	5.154901959985743		0.11	[0.06-0.16]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	5q33.3	5	158256517	LOC100130177	MARK2P11 - EBF1	100421484	1879		266533	439391	rs11957368-C	rs11957368		11957368		1		4.0E-6	5.3979400086720375		0.15	[0.09-0.21]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	10p15.3	10	1855784	LOC100129465	ADARB2-AS1 - LINC00700	642394	282980		298800	149689	rs12360000-A	rs12360000		12360000		1		6.0E-6	5.221848749616356		0.14	[0.08-0.20]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	2p13.3	2	69586326	AAK1	AAK1			22848			rs12987661-C	rs12987661		12987661	intron	0		6.0E-6	5.221848749616356		0.13	[0.07-0.18]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	2q21.1	2	130787619	CYCSP8	CYCSP8 - ARHGEF4	360160	50649		10662	49297	rs13395546-A	rs13395546		13395546		1		1.0E-6	6.0		0.16	[0.10-0.23]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	11p15.3	11	11962338	DKK3	USP47 - DKK3	55031	27122		3013	658	rs1472189-C	rs1472189		1472189		1		8.0E-6	5.096910013008056		0.11	[0.06-0.16]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	1p21.3	1	94868631	SLC44A3	SLC44A3			126969			rs17520351-C	rs17520351		17520351	intron	0		4.0E-6	5.3979400086720375		0.2	[0.12-0.29]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	15q14	15	39251745	C15orf54	C15orf54			400360			rs17691453-C	rs17691453		17691453	intron	0		1.0E-6	6.0		0.1	[0.06-0.15]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	18p11.32	18	1206983	LOC100130247	COX6CP3 - LINC00470	100130247	56651		29911	61328	rs1826508-C	rs1826508		1826508		1		4.0E-6	5.3979400086720375		0.08	[0.04-0.11]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	13q32.2	13	97548318	LOC121906	PSMA6P4 - RPL7AP61	121906	100271539		71693	353334	rs2770228-A	rs2770228		2770228		1		9.0E-6	5.045757490560675		0.08	[0.05-0.12]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	17q21.32	17	48680213	LOC729146	MIR196A1 - RPL9P28	406972	729146		47654	10804	rs3096644-G	rs3096644		3096644		1		6.0E-6	5.221848749616356		0.08	[0.04-0.11]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	9p13.2 / 9p13.1	9	37916411	SHB	SHB			6461			rs3747547-C	rs3747547		3747547	UTR-3	0		4.9999999999999996E-6	5.301029995663981		0.09	[0.05-0.13]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	8q24.13	8	125855261	LOC100130231	TRIB1 - LINC00861	10221	100130231		416856	67262	rs4006531-A	rs4006531		4006531		1		7.0E-7	6.154901959985743		0.11	[0.07-0.16]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	11p15.4	11	3701074	NUP98	NUP98			4928			rs685782-C	rs685782		685782	intron	0		7.0E-6	5.154901959985743		0.192	[0.05-0.13]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	9p21.3	9	25414053	TUSC1	IZUMO3 - TUSC1	100129669	286319		868162	262336	rs7021404-C	rs7021404		7021404		1		8.0E-6	5.096910013008056		0.11	[0.06-0.15]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	6q12	6	64952728	LOC727977	EYS			346007			rs7767572-A	rs7767572		7767572	intron	0		8.0E-6	5.096910013008056		0.1	[0.06-0.15]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	3p14.1	3	64043707	PSMD6	PSMD6 - PRICKLE2-AS1	9861	100652759		19697	24257	rs831574-A	rs831574		831574		1		8.0E-6	5.096910013008056		0.16	[0.09-0.23]	Affymetrix [~2.5 million] (Imputed)
	23934736	Yu B	2013-08-10	Genet Epidemiol	www.ncbi.nlm.nih.gov/pubmed/23934736	Genome-wide association study of a heart failure related metabolomic profile among African Americans in the Atherosclerosis Risk in Communities (ARIC) study.	Metabolite levels (Dihydroxy docosatrienoic acid)	1,260 African American individuals	NA	9p22.3	9	16385134	BNC2	C9orf92 - BNC2	100129385	54796		108821	24369	rs9406636-A	rs9406636		9406636		1		9.0E-7	6.045757490560675		0.09	[0.05-0.13]	Affymetrix [~2.5 million] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	1q42.2	1	232533526	LOC729336	SIPA1L2			57568			rs11589828-?	rs11589828		11589828	intron	0	NR	8.0E-7	6.096910013008056	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	2q22.1	2	141164219	LRP1B	LRP1B			53353			rs1033284-?	rs1033284		1033284	intron	0	NR	3.0E-7	6.522878745280337	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	2q31.1	2	169237659	LRP2	LRP2			4036			rs2268365-?	rs2268365		2268365	intron	0	NR	5.0E-8	7.301029995663981	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	2q37.3	2	239522525	FLJ45964	MIR2467 - LOC401040	100616360	401040		170721	55776	rs11679072-?	rs11679072		11679072		1	NR	6.0E-7	6.221848749616356	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	3p26.3	3	2444285	CNTN4	CNTN4			152330			rs9878978-?	rs9878978		9878978	intron	0	NR	5.0E-7	6.301029995663981	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	3q26.2	3	169312191	MECOM	MECOM			2122			rs12634933-?	rs12634933		12634933	intron	0	NR	7.0E-8	7.154901959985743	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	4q21.21	4	81204967	PRKG2	PRKG2			5593			rs17484474-?	rs17484474		17484474	cds-synon	0	NR	6.0E-7	6.221848749616356	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	6q27	6	166850613	RPS6KA2	RPS6KA2			6196			rs4710117-?	rs4710117		4710117	intron	0	NR	8.0E-7	6.096910013008056	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	7q31.1	7	114358191	FOXP2, PPP1R3A	FOXP2			93986			rs12705959-?	rs12705959		12705959	intron	0	NR	3.0E-6	5.522878745280337	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	8q24.3	8	140394230	TRAPPC9	TRAPPC9			83696			rs7823724-?	rs7823724		7823724	intron	0	NR	3.0E-7	6.522878745280337	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	10p15.3	10	1594941	ADARB2	ADARB2			105			rs6560743-?	rs6560743		6560743	intron	0	NR	8.0E-7	6.096910013008056	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	11q25	11	133169304	OPCML	OPCML			4978			rs7104871-?	rs7104871		7104871	intron	0	NR	7.0E-8	7.154901959985743	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	12p13.33	12	1792998	CACNA2D4	CACNA2D4			93589			rs2286379-?	rs2286379		2286379	ncRNA	0		2.0E-7	6.698970004336019	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	13q12.12	13	23470205	TNFRSF19, SACS	LINC00327			100506697			rs2297585-?	rs2297585		2297585	intron	0	NR	4.0E-7	6.3979400086720375	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	13q13.1	13	32053511	FRY	FRY			10129			rs9533282-?	rs9533282		9533282	intron	0	NR	4.0E-7	6.3979400086720375	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	16q22.1	16	69463300	CYB5B	CYB5B			80777			rs12149862-?	rs12149862		12149862	UTR-3	0	NR	4.0E-9	8.397940008672037	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	17p12	17	15996361	ZSWIM7	ZSWIM7			125150			rs7211756-?	rs7211756		7211756	intron	0	NR	3.0E-7	6.522878745280337	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	18q23	18	78734592	intergenic	LINC01029 - SALL3	101927715	27164		740865	245683	rs4573996-?	rs4573996		4573996		1	NR	9.000000000000001E-9	8.045757490560675	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	22q12.1	22	27626764	MN1	RPL15P22 - MN1	100130624	4330		739183	121513	rs133980-?	rs133980		133980		1	NR	1.0E-8	8.0	(SBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	3q21.2	3	125930560	LOC200810	ALG1L			200810			rs7615952-?	rs7615952		7615952	cds-synon	0	NR	5.0E-7	6.301029995663981	(DBP,Pack-years)			Affymetrix [2,485,435] (Imputed)
	25189868	Sung YJ	2014-09-02	Am J Hypertens	www.ncbi.nlm.nih.gov/pubmed/25189868	Gene-Smoking Interactions Identify Several Novel Blood Pressure Loci in the Framingham Heart Study.	Blood pressure (smoking interaction)	Up to 6,889 individuals	NA	3q21.2	3	125930560	LOC200810	ALG1L			200810			rs7615952-?	rs7615952		7615952	cds-synon	0	NR	4.0E-6	5.3979400086720375	(DBP,CPD)			Affymetrix [2,485,435] (Imputed)
